Source,Time Since Burst (days),Flux (mJy),Error (mJy),Type,Redshift,Year,is_limit,In the paper
GRB 120305A,0.023833333,0.51,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,0.800833333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,1.850833333,0.51,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,2.860833333,0.33,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,3.960833333,0.36,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,4.880833333,0.33,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,5.950833333,0.66,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,6.830833333,0.51,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,7.920833333,0.45,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,9.940833333,0.42,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,10.95083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,13.93083333,0.42,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,16.74666667,0.36,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,21.88083333,0.51,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,26.88083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120305A,30.90083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120308A,0.024833333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120308A,0.871666667,0.15,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120308A,4.900833333,0.39,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120308A,8.010833333,0.18,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120308A,10.98083333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120308A,13.92083333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120308A,16.91083333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120308A,24.92083333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120308A,33.86083333,0.21,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120311A,0.022833333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120311A,24.98083333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120311A,27.94083333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120320A,0.620833333,0.38,0.09,Detection,Unknown,2012,FALSE,FALSE
GRB 120320A,15.58083333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120324A,0.023833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120324A,12.01083333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120324A,14.97083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120324A,23.12083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120324A,29.94083333,0.45,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120326A,0.330833333,0.42,0,Non-Detection,1.798,2012,TRUE,FALSE
GRB 120326A,7.170833333,0.86,0.1,Detection,1.798,2012,FALSE,FALSE
GRB 120326A,21.27083333,0.37,0.09,Detection,1.798,2012,FALSE,FALSE
GRB 120326A,33.26083333,0.42,0,Non-Detection,1.798,2012,TRUE,FALSE
GRB 120403A,0.330833333,0.33,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120403A,1.650833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120403A,3.650833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120403A,7.600833333,0.33,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120403A,13.62083333,0.33,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120403A,28.59083333,0.45,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120404A,0.490833333,0.33,0,Non-Detection,2.876,2012,TRUE,FALSE
GRB 120404A,3.500833333,0.36,0,Non-Detection,2.876,2012,TRUE,FALSE
GRB 120404A,6.490833333,0.3,0,Non-Detection,2.876,2012,TRUE,FALSE
GRB 120404A,12.57083333,0.3,0,Non-Detection,2.876,2012,TRUE,FALSE
GRB 120422A,0.290833333,1.23,0,Non-Detection,0.28,2012,TRUE,FALSE
GRB 120422A,2.400833333,0.72,0,Non-Detection,0.28,2012,TRUE,FALSE
GRB 120422A,4.400833333,0.63,0,Non-Detection,0.28,2012,TRUE,FALSE
GRB 120422A,7.440833333,0.33,0,Non-Detection,0.28,2012,TRUE,FALSE
GRB 120422A,13.47083333,0.33,0,Non-Detection,0.28,2012,TRUE,FALSE
GRB 120422A,28.61083333,0.72,0,Non-Detection,0.28,2012,TRUE,FALSE
GRB 120422A,134.1608333,0.48,0,Non-Detection,0.28,2012,TRUE,FALSE
GRB 120514A,2.140833333,0.39,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120514A,5.090833333,0.72,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120514A,8.050833333,0.45,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120514A,20.97083333,0.99,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120521C,0.040833333,0.27,0,Non-Detection,6,2012,TRUE,FALSE
GRB 120521C,3.920833333,0.39,0,Non-Detection,6,2012,TRUE,FALSE
GRB 120521C,6.920833333,0.66,0,Non-Detection,6,2012,TRUE,FALSE
GRB 120521C,13.82083333,0.33,0,Non-Detection,6,2012,TRUE,FALSE
GRB 120521C,32.83083333,0.57,0,Non-Detection,6,2012,TRUE,FALSE
GRB 120711B,3.070833333,1.29,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120711B,6.070833333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120711B,11.99083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120711B,26.98666667,0.42,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120722A,0.070833333,1.53,0,Non-Detection,0.9586,2012,TRUE,FALSE
GRB 120722A,2.260833333,0.75,0,Non-Detection,0.9586,2012,TRUE,FALSE
GRB 120722A,4.230833333,1.08,0,Non-Detection,0.9586,2012,TRUE,FALSE
GRB 120724A,0.570833333,0.6,0,Non-Detection,1.48,2012,TRUE,FALSE
GRB 120724A,2.540833333,1.2,0,Non-Detection,1.48,2012,TRUE,FALSE
GRB 120724A,9.450833333,1.05,0,Non-Detection,1.48,2012,TRUE,FALSE
GRB 120729A,0.520833333,0.72,0,Non-Detection,0.8,2012,TRUE,FALSE
GRB 120729A,2.880833333,0.33,0,Non-Detection,0.8,2012,TRUE,FALSE
GRB 120729A,4.580833333,0.33,0,Non-Detection,0.8,2012,TRUE,FALSE
GRB 120729A,7.630833333,0.3,0,Non-Detection,0.8,2012,TRUE,FALSE
GRB 120729A,13.81083333,0.27,0,Non-Detection,0.8,2012,TRUE,FALSE
GRB 120729A,28.64083333,0.27,0,Non-Detection,0.8,2012,TRUE,FALSE
GRB 120802A,0.023833333,0.39,0,Non-Detection,3.796,2012,TRUE,FALSE
GRB 120802A,2.060833333,0.39,0,Non-Detection,3.796,2012,TRUE,FALSE
GRB 120802A,4.840833333,0.33,0,Non-Detection,3.796,2012,TRUE,FALSE
GRB 120802A,7.070833333,0.57,0,Non-Detection,3.796,2012,TRUE,FALSE
GRB 120802A,13.81083333,0.27,0,Non-Detection,3.796,2012,TRUE,FALSE
GRB 120802A,28.92083333,0.24,0,Non-Detection,3.796,2012,TRUE,FALSE
GRB 120803B,0.340833333,0.36,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120803B,2.490416667,0.36,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120805A,3.770833333,0.72,0,Non-Detection,3.1,2012,TRUE,FALSE
GRB 120805A,6.910833333,0.51,0,Non-Detection,3.1,2012,TRUE,FALSE
GRB 120805A,27.87083333,0.51,0,Non-Detection,3.1,2012,TRUE,FALSE
GRB 120811C,0.030833333,1.32,0,Non-Detection,2.671,2012,TRUE,FALSE
GRB 120811C,1.099166667,1.14,0,Non-Detection,2.671,2012,TRUE,FALSE
GRB 120811C,3.000833333,1.38,0,Non-Detection,2.671,2012,TRUE,FALSE
GRB 120811C,5.890833333,1.86,0,Non-Detection,2.671,2012,TRUE,FALSE
GRB 120816A,1.130833333,0.57,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120816A,2.120833333,1.92,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120816A,6.050833333,0.99,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120816A,12.08083333,0.72,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120816A,28.07083333,0.42,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120819A,4.240833333,0.57,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120819A,7.160833333,1.47,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120819A,14.26083333,0.93,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120819A,30.19083333,0.63,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120907A,2.290833333,0.84,0,Non-Detection,0.97,2012,TRUE,FALSE
GRB 120907A,4.230833333,0.69,0,Non-Detection,0.97,2012,TRUE,FALSE
GRB 120907A,9.260833333,0.39,0,Non-Detection,0.97,2012,TRUE,FALSE
GRB 120907A,14.22083333,0.42,0,Non-Detection,0.97,2012,TRUE,FALSE
GRB 120907A,22.16083333,0.45,0,Non-Detection,0.97,2012,TRUE,FALSE
GRB 120907A,27.14083333,0.39,0,Non-Detection,0.97,2012,TRUE,FALSE
GRB 120911A,0.690833333,0.21,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120911A,1.850833333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120911A,3.650833333,0.21,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120911A,6.680833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120911A,12.72083333,0.69,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120911A,19.71083333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120911A,26.84083333,0.39,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120913A,0.380833333,0.39,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120913A,2.490833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120913A,4.530833333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120913A,7.470833333,0.21,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120913A,13.60083333,0.33,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120913A,21.43083333,0.57,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120913A,27.38083333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120923A,4.450833333,0.93,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120923A,6.640833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120923A,8.640833333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120923A,14.52083333,0.36,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120923A,23.50083333,0.42,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120923A,30.58083333,0.87,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120927A,0.370833333,0.39,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120927A,2.350833333,0.6,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120927A,4.450833333,0.48,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120927A,12.36083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 120927A,28.28083333,0.6,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121001A,0.024833333,0.78,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121001A,1.896666667,1.02,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121001A,5.900833333,0.9,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121001A,8.990833333,0.69,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121001A,14.91083333,0.78,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121001A,21.85083333,1.2,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121001A,26.83083333,0.96,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121011A,0.230833333,0.66,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121011A,1.180833333,0.54,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121011A,3.090833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121011A,7.250833333,0.45,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121011A,13.16083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121011A,21.04083333,0.39,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121011A,29.02083333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121017A,0.950833333,0.84,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121017A,2.990833333,0.57,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121017A,8.010833333,0.45,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121017A,22.73083333,0.84,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121017A,28.91083333,0.33,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121028A,2.460833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121028A,14.43083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121028A,21.29083333,0.45,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121028A,29.28083333,1.05,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121031A,1.500833333,0.6,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121031A,7.360833333,0.66,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121031A,13.28083333,1.95,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121031A,28.37083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121108A,0.150833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121108A,3.390833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121108A,5.410833333,0.33,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121108A,6.340833333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121108A,25.42083333,0.21,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121125A,1.180833333,0.51,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121125A,14.06083333,0.21,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121125A,20.18083333,0.21,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121125A,29.02083333,1.23,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121128A,1.520833333,0.27,0,Non-Detection,2.2,2012,TRUE,FALSE
GRB 121128A,2.470833333,0.27,0,Non-Detection,2.2,2012,TRUE,FALSE
GRB 121128A,7.580833333,0.24,0,Non-Detection,2.2,2012,TRUE,FALSE
GRB 121128A,15.44083333,0.48,0,Non-Detection,2.2,2012,TRUE,FALSE
GRB 121128A,29.51083333,0.3,0,Non-Detection,2.2,2012,TRUE,FALSE
GRB 121202A,0.130833333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121202A,5.160833333,0.87,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121202A,7.280833333,0.24,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121202A,14.34083333,0.3,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121202A,21.38083333,0.27,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121202A,31.35083333,0.33,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 121211A,0.540833333,0.27,0,Non-Detection,1.023,2012,TRUE,FALSE
GRB 121211A,1.660833333,0.21,0,Non-Detection,1.023,2012,TRUE,FALSE
GRB 121211A,2.780833333,0.3,0,Non-Detection,1.023,2012,TRUE,FALSE
GRB 121211A,4.850833333,0.39,0,Non-Detection,1.023,2012,TRUE,FALSE
GRB 121211A,7.640833333,0.33,0,Non-Detection,1.023,2012,TRUE,FALSE
GRB 121211A,21.54083333,0.21,0,Non-Detection,1.023,2012,TRUE,FALSE
GRB 121211A,26.63083333,0.21,0,Non-Detection,1.023,2012,TRUE,FALSE
GRB 121212A,0.023833333,0.21,0,Non-Detection,Unknown,2012,TRUE,FALSE
GRB 130102A,1.840833333,0.21,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130102A,3.700833333,0.3,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130102A,8.710833333,0.27,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130102A,14.84083333,0.69,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130102A,19.62083333,2.61,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130102A,29.71083333,0.3,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130102A,33.62083333,0.18,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130122A,1.260833333,0.93,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130122A,2.120833333,0.39,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130122A,5.140833333,0.21,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130122A,10.10083333,0.36,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130122A,12.18083333,0.27,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130122A,15.26083333,0.18,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130122A,26.09083333,0.27,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130131A,0.330833333,0.18,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130131A,1.420833333,0.36,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130131A,3.490833333,0.21,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130131A,6.580833333,0.21,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130131A,8.410833333,0.21,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130131A,14.50083333,0.24,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130131A,20.48083333,0.18,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130131A,27.47083333,0.18,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130131B,0.160833333,0.48,0,Non-Detection,2.539,2013,TRUE,FALSE
GRB 130131B,3.330833333,0.21,0,Non-Detection,2.539,2013,TRUE,FALSE
GRB 130131B,6.400833333,0.24,0,Non-Detection,2.539,2013,TRUE,FALSE
GRB 130131B,8.240833333,0.24,0,Non-Detection,2.539,2013,TRUE,FALSE
GRB 130131B,14.33083333,0.27,0,Non-Detection,2.539,2013,TRUE,FALSE
GRB 130131B,20.31083333,0.21,0,Non-Detection,2.539,2013,TRUE,FALSE
GRB 130131B,27.29083333,0.21,0,Non-Detection,2.539,2013,TRUE,FALSE
GRB 130327A,0.460833333,0.27,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130327A,1.630833333,0.24,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130327A,7.540833333,0.3,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130327A,11.73083333,0.24,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130327A,13.54083333,0.24,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130327A,21.52083333,0.36,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130327A,28.64083333,0.33,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130418A,1.071666667,0.21,0,Non-Detection,1.218,2013,TRUE,FALSE
GRB 130418A,1.934583333,0.45,0,Non-Detection,1.218,2013,TRUE,FALSE
GRB 130418A,3.01875,0.18,0,Non-Detection,1.218,2013,TRUE,FALSE
GRB 130418A,4.980833333,0.39,0,Non-Detection,1.218,2013,TRUE,FALSE
GRB 130418A,8.020833333,0.21,0,Non-Detection,1.218,2013,TRUE,FALSE
GRB 130418A,13.93083333,0.36,0,Non-Detection,1.218,2013,TRUE,FALSE
GRB 130418A,22.04083333,0.36,0,Non-Detection,1.218,2013,TRUE,FALSE
GRB 130418A,28.83083333,0.81,0,Non-Detection,1.218,2013,TRUE,FALSE
GRB 130419A,0.024833333,0.66,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130419A,1.010833333,0.42,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130419A,1.760833333,0.33,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130419A,4.760833333,0.36,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130419A,7.920833333,0.48,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130419A,13.85083333,0.3,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130419A,20.86083333,0.39,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130419A,28.71083333,0.3,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130420A,0.450833333,0.36,0,Non-Detection,1.297,2013,TRUE,FALSE
GRB 130420A,1.660833333,0.3,0,Non-Detection,1.297,2013,TRUE,FALSE
GRB 130420A,3.590833333,0.27,0,Non-Detection,1.297,2013,TRUE,FALSE
GRB 130420A,5.610833333,0.27,0,Non-Detection,1.297,2013,TRUE,FALSE
GRB 130420A,8.670833333,0.48,0,Non-Detection,1.297,2013,TRUE,FALSE
GRB 130420A,16.56083333,0.24,0,Non-Detection,1.297,2013,TRUE,FALSE
GRB 130420A,21.63083333,0.27,0,Non-Detection,1.297,2013,TRUE,FALSE
GRB 130420A,29.56083333,0.27,0,Non-Detection,1.297,2013,TRUE,FALSE
GRB 130420B,0.320833333,0.27,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130420B,1.4025,0.45,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130420B,3.320833333,0.27,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130420B,5.340833333,0.27,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130420B,15.27083333,0.27,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130420B,22.26083333,0.48,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130420B,29.29083333,0.27,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130427A,0.360833333,3.58,0.25,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,0.640833333,4.54,0.25,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,1.5525,1.83,0.12,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,2.480833333,1.18,0.09,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,2.640833333,0.87,0.13,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,3.55125,0.61,0.07,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,4.5825,0.6,0.06,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,5.528333333,0.55,0.06,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,7.528333333,0.46,0.07,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,10.6425,0.46,0.06,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,13.57166667,0.24,0,Non-Detection,0.34,2013,TRUE,FALSE
GRB 130427A,24.44166667,0.26,0.06,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,39.4425,0.24,0.05,Detection,0.34,2013,FALSE,FALSE
GRB 130427A,59.32333333,0.15,0,Non-Detection,0.34,2013,TRUE,FALSE
GRB 130502A,0.036833333,0.39,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130502A,4.990833333,0.54,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130502A,9.960833333,0.69,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130502A,13.90083333,0.45,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130502A,19.91083333,0.51,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130502A,24.04083333,0.54,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130502A,29.91083333,0.45,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130505A,0.210833333,0.72,0,Non-Detection,2.27,2013,TRUE,FALSE
GRB 130505A,2.420833333,0.33,0,Non-Detection,2.27,2013,TRUE,FALSE
GRB 130505A,5.360833333,0.27,0,Non-Detection,2.27,2013,TRUE,FALSE
GRB 130505A,7.310833333,0.75,0,Non-Detection,2.27,2013,TRUE,FALSE
GRB 130505A,13.33083333,0.24,0,Non-Detection,2.27,2013,TRUE,FALSE
GRB 130505A,21.38083333,0.3,0,Non-Detection,2.27,2013,TRUE,FALSE
GRB 130505A,29.30625,0.6,0,Non-Detection,2.27,2013,TRUE,FALSE
GRB 130505A,33.20666667,0.36,0,Non-Detection,2.27,2013,TRUE,FALSE
GRB 130508A,0.300833333,0.42,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130508A,1.631666667,0.21,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130508A,2.45125,0.51,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130508A,3.610833333,0.24,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130508A,4.500833333,0.21,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130508A,8.470833333,0.21,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130508A,23.48083333,0.24,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130508A,27.50083333,0.27,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130511A,0.230833333,1.17,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130514A,0.023833333,0.57,0,Non-Detection,3.6,2013,TRUE,FALSE
GRB 130514A,0.810833333,3.93,0,Non-Detection,3.6,2013,TRUE,FALSE
GRB 130514A,2.800833333,1.86,0,Non-Detection,3.6,2013,TRUE,FALSE
GRB 130514A,5.900833333,0.69,0,Non-Detection,3.6,2013,TRUE,FALSE
GRB 130514A,21.87083333,0.39,0,Non-Detection,3.6,2013,TRUE,FALSE
GRB 130514A,27.89083333,0.72,0,Non-Detection,3.6,2013,TRUE,FALSE
GRB 130521A,0.420833333,0.93,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130521A,1.67875,0.84,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130521A,2.590833333,0.69,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130521A,3.566666667,0.3,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130521A,9.580833333,0.33,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130521A,14.66458333,0.3,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130521A,23.55083333,0.45,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130521A,28.62083333,0.42,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130603A,0.090833333,0.39,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130603A,1.240833333,0.51,0,Non-Detection,Unknown,2013,TRUE,FALSE
GRB 130603A,2.320833333,0.3,0,Non-Detection,Unknown,2013,TRUE,FALSE
